white_id,opening_name,Games Played,Win Rate
soulman2001,Philidor Defense #2,1,1.0
soulman2001,Ruy Lopez: Steinitz Defense,1,0.0
soultego,Colle System #2,1,0.0
soultego,Italian Game: Two Knights Defense |  Open Variation,1,0.0
souren,Bishop's Opening: Vienna Hybrid |  Spielmann Attack,1,1.0
sovietnebun,English Opening: Symmetrical Variation,1,1.0
soy,French Defense: Normal Variation,1,1.0
soy,Horwitz Defense,1,0.0
soy_penca,Ruy Lopez: Nuernberg Variation,1,1.0
sozyone,Saragossa Opening,1,0.0
sp247,Giuoco Piano,1,1.0
sp37578,Scandinavian Defense: Mieses-Kotroc Variation,4,0.25
sp37578,Vienna Game,1,0.0
spa1ding,Modern Defense,1,1.0
spaatz,Queen's Pawn Game: Chigorin Variation,1,0.0
spanishamerican,Van't Kruijs Opening,1,0.0
spark8,Russian Game: Three Knights Game,1,1.0
sparklehorse,Queen's Indian Defense: Fianchetto Variation |  Saemisch Variation,1,1.0
sparklehorse,Sicilian Defense: Najdorf |  Lipnitsky Attack,1,0.0
sparkyman,Russian Game: Three Knights Game,2,1.0
spartak-champion,Four Knights Game: Italian Variation,1,1.0
spartan117,Scotch Game: Schmidt Variation,1,1.0
spearlarry,King's Pawn Game: Macleod Attack,1,1.0
speavo,Indian Game,1,1.0
speedey,Ruy Lopez: Berlin Defense #2,1,0.0
speedguru,Center Game #2,1,0.0
spein46,Ruy Lopez: Morphy Defense |  Arkhangelsk Variation,1,0.0
speleolog,Four Knights Game: Italian Variation,1,1.0
spencer23,King's Pawn Game: Leonardis Variation,1,0.0
spendius,Caro-Kann Defense,1,1.0
spetsnaz_gm,King's Pawn Game: Wayward Queen Attack,1,1.0
sphohuchiha,English Opening: Anglo-Indian Defense,1,0.0
spicybeef189,Queen's Pawn,1,1.0
spidermanto,Queen's Pawn Game: Chigorin Variation,1,0.0
spiidimonsteri,Queen's Pawn Game: Zukertort Variation,1,0.0
spiketail118,Van't Kruijs Opening,1,0.0
spikyturtle,Hungarian Opening,1,0.0
spikyturtle,Philidor Defense #3,1,1.0
spikyturtle,Sicilian Defense: French Variation,1,0.0
spikyturtle,Van't Kruijs Opening,2,0.0
spinochio,Danish Gambit Declined |  Sorensen Defense,1,1.0
spinola01,English Opening: Great Snake Variation,1,1.0
spinola01,Horwitz Defense,1,0.0
spiteknight,Caro-Kann Defense: Advance Variation,1,0.0
spiteknight,French Defense: Advance Variation |  Euwe Variation,1,1.0
spiteknight,French Defense: Knight Variation,1,1.0
spiteknight,French Defense: Normal Variation,1,1.0
spiteknight,French Defense: Tarrasch |  Open |  4.exd5 exd5,1,0.0
spiteknight,Philidor Defense #3,3,1.0
spiteknight,Queen's Pawn Game: Mason Attack,1,0.0
spiteknight,Robatsch (Modern) Defense,1,1.0
spiteknight,Ruy Lopez: Berlin Defense,1,1.0
spiteknight,Ruy Lopez: Berlin Defense |  Beverwijk Variation,1,1.0
spiteknight,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,1,0.0
spiteknight,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,1,1.0
spiteknight,Ruy Lopez: Classical Variation,2,1.0
spiteknight,Ruy Lopez: Closed,1,0.0
spiteknight,Ruy Lopez: Closed |  7...O-O,2,0.5
spiteknight,Ruy Lopez: Cozio Defense,1,1.0
spiteknight,Ruy Lopez: Morphy Defense,1,1.0
spiteknight,Sicilian Defense #2,1,1.0
spiteknight,Sicilian Defense: Old Sicilian,1,0.0
spiteknight,Sicilian Defense: Scheveningen Variation |  English Attack,1,1.0
spitfire999,Scandinavian Defense,1,0.0
spitfire999,Ware Opening,1,0.0
spithz,Scotch Game,1,1.0
spodermenz,Blackmar-Diemer Gambit,1,0.0
spolkovysach,English Opening,1,0.0
sportowiec,Queen's Pawn Game: Krause Variation,1,1.0
spotter,Philidor Defense #2,1,0.0
sprecherscrow,Ruy Lopez: Steinitz Defense,1,1.0
spsingh1987,French Defense: Knight Variation,1,1.0
spud39,Van't Kruijs Opening,1,0.0
spuk,King's Gambit,1,1.0
spuntachessts,Four Knights Game: Scotch Variation,1,1.0
sputnik_monroe,French Defense: Exchange Variation,1,1.0
sqs198627,King's Gambit Declined |  Queen's Knight Defense,1,0.0
squaling,King's Knight Opening,1,0.0
squalltakuya,Italian Game: Anti-Fried Liver Defense,1,0.0
squavallo,English Opening: Symmetrical Variation,1,1.0
sqweez,Queen's Indian Defense,1,1.0
sr1340,King's Pawn,1,1.0
srap,Slav Defense #3,1,1.0
srddimt3,King's Pawn Game: Maroczy Defense,1,1.0
srdjanveljovic,Sicilian Defense: Open #3,1,0.0
sredakrd,Polish Opening,1,0.0
sreeansh,Sicilian Defense: Smith-Morra Gambit Declined |  Alapin Formation,1,1.0
sreeni77,Sicilian Defense: O'Kelly Variation |  Normal System |  Taimanov Line,1,0.0
srgriffin,Petrov's Defense,1,1.0
srinathpads,Caro-Kann Defense: Advance Variation,2,0.0
srinikhil963,English Opening: Symmetrical Variation |  Four Knights Variation,1,1.0
srinikhil963,Italian Game: Anti-Fried Liver Defense,1,1.0
srinikhil963,Pirc Defense #3,1,1.0
srinikhil963,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
srinikhil963,Sicilian Defense,1,0.0
srinikhil963,Sicilian Defense: Old Sicilian,1,0.0
srinikhil963,Torre Attack,1,1.0
srinikhil963,Zukertort Opening: Ross Gambit,1,1.0
sriramprasad,French Defense: Exchange Variation |  Svenonius Variation,1,0.0
srki_kv,Ruy Lopez: Morphy Defense |  Tarrasch Variation,2,0.0
srki_kv,Three Knights Opening,1,0.0
srn3000,English Opening: Anglo-Indian Defense |  Queen's Knight Variation,2,0.0
ss-fitz,Queen's Pawn Game #2,1,0.0
ss221,Sicilian Defense: Bowdler Attack,1,0.0
ss96,Queen's Pawn Game,1,0.0
ssf7,Colle System,1,1.0
ssf7,Dutch Defense,1,0.0
ssf7,East Indian Defense,2,0.5
ssf7,English Defense #2,1,1.0
ssf7,Englund Gambit Declined |  Reversed French,1,0.0
ssf7,Horwitz Defense,6,0.5
ssf7,Indian Game: Spielmann-Indian,1,0.0
ssf7,Mikenas Defense,1,0.0
ssf7,Modern Defense,4,0.75
ssf7,Old Benoni Defense,1,0.0
ssf7,Queen's Pawn,4,1.0
ssf7,Queen's Pawn Game: Anti-Torre,1,0.0
ssf7,Queen's Pawn Game: Chigorin Variation,4,1.0
ssf7,Queen's Pawn Game: Colle System,3,0.6666666666666666
ssf7,Queen's Pawn Game: Krause Variation,2,0.5
ssf7,Queen's Pawn Game: Symmetrical Variation,5,0.6
ssf7,Queen's Pawn Game: Zukertort Variation,7,0.7142857142857143
ssf7,Slav Defense: Quiet Variation |  Pin Defense,1,0.0
ssf7,Torre Attack #2,2,0.5
ssjurukai,Sicilian Defense: Prins Variation,1,0.0
ssnow,Vienna Game: Stanley Variation |  Reversed Spanish,1,1.0
sspreadd,Queen's Pawn Game: Mason Attack,1,0.0
sstudent,Scandinavian Defense: Blackburne Gambit,1,0.0
st2orm,French Defense: Advance Variation |  Milner-Barry Gambit,1,0.0
st2orm,Sicilian Defense: Dragon Variation |  Yugoslav Attack #2,1,1.0
st3,English Opening: King's English Variation,1,1.0
st4nislav,Scandinavian Defense,1,1.0
staboola,French Defense: Normal Variation,1,1.0
staccato_allegro,King's Pawn Game: Leonardis Variation,1,0.0
staccato_allegro,Van't Kruijs Opening,1,0.0
stagirita,Latvian Gambit Accepted,1,0.0
stalin1941,Queen's Gambit Accepted: Old Variation,1,0.0
stama001,Polish Opening,1,1.0
starcat,Sicilian Defense: Najdorf Variation |  Amsterdam Variation,1,1.0
stare_spb,Mieses Opening,1,1.0
starfire777,Queen's Indian Defense: Classical Variation,1,0.0
stargazer1966,French Defense: Advance Variation |  Paulsen Attack,1,0.0
starik82,Elephant Gambit,1,1.0
starlightextinction,Sicilian Defense: Canal Attack |  Main Line,1,1.0
stas1989,Italian Game: Hungarian Defense,1,0.0
stas333333,Scotch Game: Classical Variation |  Intermezzo Variation,1,0.0
stasi5,Sicilian Defense: Alapin Variation,1,1.0
staskamaev,Three Knights Opening,2,0.0
staskras,Center Game: Normal Variation,1,1.0
stazam,Queen's Gambit Declined,1,1.0
steel155,Philidor Defense,1,1.0
steelviper,Dutch Defense,1,1.0
steelviper,Dutch Defense: Staunton Gambit,1,1.0
steelviper,Pirc Defense: Classical Variation,1,1.0
steelviper,Queen's Gambit Accepted: Slav Gambit,1,1.0
steelviper,Queen's Pawn Game: Levitsky Attack,1,1.0
steelviper,Slav Defense: Quiet Variation |  Pin Defense,1,1.0
steevendelgado,King's Gambit,1,0.0
stefanelu,Sicilian Defense: Lasker-Dunne Attack,1,1.0
stefanger,Sicilian Defense #2,1,1.0
stefanmasch,Budapest Defense,1,1.0
stefanmasch,Slav Defense: Three Knights Variation,1,0.0
stefanojack2,Zukertort Opening: Vos Gambit,1,1.0
stefroca,Caro-Kann Defense: Advance Variation |  Short Variation,1,0.0
steinar1964,Benoni Defense: Old Benoni,1,1.0
steintulling,King's Knight Opening: Normal Variation,1,0.0
stekstek,Sicilian Defense: Najdorf Variation,1,1.0
stellanova,Bishop's Opening,1,0.0
stellanova,Four Knights Game: Italian Variation,1,0.0
stellanova,King's Pawn Game: Busch-Gass Gambit,1,0.0
stellanova,Philidor Defense,1,0.0
stellanova,Portuguese Opening,1,0.0
stellanova,Russian Game: Damiano Variation,1,0.0
stellanova,Sicilian Defense: Alapin Variation,1,0.0
stellanova,Sicilian Defense: Canal Attack |  Main Line,1,0.0
stellanova,St. George Defense,1,0.0
stellanova,Van't Kruijs Opening,2,0.0
step289,King's Gambit Accepted |  Cunningham Defense,1,1.0
stephen789,Center Game: Berger Variation,1,0.0
stephen789,Sicilian Defense: Smith-Morra Gambit #2,1,1.0
stephenmorley,Sicilian Defense: Classical Variation,1,0.0
stephlema,Queen's Gambit Declined: Traditional Variation,1,0.0
stergioos,Caro-Kann Defense: Panov Attack,1,0.0
stergioos,Queen's Pawn Game: Chigorin Variation,1,0.0
stergioos,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,1,1.0
stergioos,Ruy Lopez: Classical Variation,1,1.0
stergioos,Ruy Lopez: Steinitz Defense,1,1.0
steriousslmae,Italian Game: Anti-Fried Liver Defense,1,1.0
sterzoservo,Sicilian Defense,1,0.0
sterzoservo,Sicilian Defense: Bowdler Attack,1,0.0
stethoscopes,Queen's Pawn Game: Mason Attack,1,1.0
stethoscopes,Queen's Pawn Game: Zukertort Variation,2,1.0
steustache,French Defense: Exchange Variation,1,1.0
stevan52,Rat Defense: Harmonist,2,1.0
steve4000,Richter-Veresov Attack,1,1.0
steveboone,Queen's Pawn Game: Mason Attack,1,0.0
stevefloyd,Russian Game: Damiano Variation,1,0.0
stevenemily,Four Knights Game: Italian Variation,2,1.0
stevenemily,Philidor Defense #2,2,0.0
stevenemily,Three Knights Opening,3,0.3333333333333333
stevepb,Bird Opening: From's Gambit,1,0.0
stexupery,Englund Gambit,1,1.0
stig83,Queen's Gambit Refused: Marshall Defense,1,0.0
stigdagerman,Queen's Pawn Game: Chigorin Variation,1,0.0
stilian2000,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
stipp,Polish Opening,1,1.0
stipp,Polish Opening: King's Indian Variation,1,0.0
stirlits,Nimzowitsch Defense,1,1.0
stitch_13,Englund Gambit,1,1.0
stitch_13,Horwitz Defense,1,0.0
stitch_13,Indian Game,1,0.0
stitch_13,Mieses Opening,6,0.16666666666666666
stitch_13,Mieses Opening: Reversed Rat,4,0.25
stitch_13,Old Benoni Defense,1,0.0
stitch_13,Petrov's Defense,1,1.0
stitch_13,Queen's Pawn Game,4,0.0
stitch_13,Queen's Pawn Game #2,1,1.0
stitch_13,Queen's Pawn Game #3,1,0.0
stitch_thb,Ruy Lopez: Bird Variation,1,0.0
stlan,Sicilian Defense: Closed Variation,1,1.0
stojan17,King's Knight Opening: Normal Variation,1,1.0
stonecollector,Indian Game,1,1.0
stonecollector,Queen's Gambit Refused: Marshall Defense,1,1.0
stonedragon,Ruy Lopez: Morphy Defense |  Caro Variation,1,1.0
stoneworker,King's Gambit Accepted: Modern Defense #2,1,0.0
stonkfish,Queen's Gambit Refused: Chigorin Defense |  Lazard Gambit,1,0.0
stonyle,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,1,1.0
stopensando,Philidor Defense: Exchange Variation #2,1,1.0
stopmirinbrah,Sicilian Defense,1,1.0
stoputan,Modern Defense: Two Knights Variation |  Suttles Variation,1,0.0
stopwarplaychess,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,1,1.0
storm28rus,Scandinavian Defense,1,0.0
storm28rus,Sicilian Defense: Bowdler Attack,1,1.0
storm_100,French Defense: Exchange Variation,1,1.0
stracchino,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,1,1.0
strahinja10,Modern Defense,1,1.0
strahinja10,Queen's Pawn Game: Mason Attack,1,1.0
strahinja10,Russian Game: Moody Gambit,1,1.0
strangesr,Bird Opening: Dutch Variation,1,1.0
straniknochi,French Defense: Advance Variation |  Milner-Barry Gambit,1,0.0
straszliwiec,Polish Opening: Czech Defense,1,1.0
straszliwiec,Polish Opening: Schiffler-Sokolsky Variation,1,1.0
strawpawn,Queen's Pawn Game: Chigorin Variation,1,1.0
streaml1ne,Nimzowitsch Defense,1,1.0
streaml1ne,Sicilian Defense,1,0.0
strey1998,Russian Game: Three Knights Game,1,1.0
strider02,Van't Kruijs Opening,1,0.0
striker123,Scotch Game,8,0.5
stringbeans,King's Gambit,1,0.0
stringr4y,King's Gambit Declined |  Miles Defense,1,1.0
strong_knight,French Defense: Steinitz Attack,1,0.0
strsljen,Sicilian Defense: Hyperaccelerated Dragon,1,1.0
strudel,Vienna Game: Vienna Gambit |  Main Line,1,1.0
ststephen,Russian Game: Damiano Variation |  Kholmov Gambit,1,1.0
sttrider,Van't Kruijs Opening,1,1.0
stuckupfemale,French Defense: Advance Variation #3,1,1.0
studying,French Defense: Knight Variation,1,1.0
stunning_star,Caro-Kann Defense: Exchange Variation,1,0.0
stunning_star,French Defense: Advance Variation #4,1,1.0
stunning_star,French Defense: Paulsen Variation,1,0.0
stunning_star,French Defense: Queen's Knight,1,1.0
stunning_star,Pirc Defense #5,1,1.0
stunning_star,Queen's Pawn Game: Zukertort Variation,1,1.0
stunning_star,Ruy Lopez: Berlin Defense |  Hedgehog Variation,1,0.0
stunning_star,Scotch Game: Classical Variation |  Intermezzo Variation,1,1.0
stunning_star,Sicilian Defense,1,1.0
stunning_star,Sicilian Defense: Kan Variation |  Knight Variation,1,1.0
stunning_star,Sicilian Defense: Old Sicilian,1,0.0
stunning_star,Slav Defense #2,1,0.0
stupidkingkilledpawn,French Defense: Exchange Variation,1,0.0
stutberidze,Bishop's Opening,1,1.0
stutberidze,Bishop's Opening: Khan Gambit,1,0.0
stutberidze,Philidor Defense #2,2,0.0
stutberidze,Russian Game: Urusov Gambit,1,0.0
stve400231,Blackmar-Diemer Gambit,1,1.0
stve400231,King's Knight Opening,1,1.0
stve400231,Mieses Opening: Reversed Rat,1,0.0
stve400231,Owen Defense,1,0.0
stve400231,Ruy Lopez: Bird Variation,1,1.0
stve400231,Ruy Lopez: Classical Variation,1,1.0
stve400231,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
stve400231,Sicilian Defense: Grand Prix Attack,1,0.0
stxe4,Caro-Kann Defense: Advance Variation,1,0.0
stylishplyr,Philidor Defense: Exchange Variation #2,1,1.0
stylishplyr,Van Geet Opening: Sicilian Two Knights,1,0.0
stylos,French Defense: Knight Variation,1,0.0
stylos,French Defense: Steinitz Attack,1,0.0
styve_lam,Italian Game: Two Knights Defense |  Fried Liver Attack,1,1.0
subbee,French Defense: Normal Variation,1,1.0
subnomial,King's Pawn Game: McConnell Defense,2,0.5
subtenenteandrioli,Modern Defense,1,0.0
subtenenteandrioli,Sicilian Defense: Bowdler Attack,1,1.0
success_11,English Opening: King's English Variation |  Two Knights Variation |  Smyslov System,1,0.0
sud3457,Van't Kruijs Opening,1,0.0
sudebala,Scotch Game: Classical Variation |  Intermezzo Variation,1,0.0
sudorous,Old Indian Defense,2,1.0
sugarmike,English Opening: Agincourt Defense #3,1,1.0
sugarmike,English Opening: Symmetrical Variation |  Mecking Variation,1,1.0
sugarmike,King's Indian Attack,5,0.8
sugarmike,King's Indian Attack: Symmetrical Defense,1,1.0
sugarmike,Queen's Pawn Game: Chigorin Variation,2,1.0
sugarmike,Reti Opening #2,2,1.0
sugarmike,Zukertort Opening: Black Mustang Defense,1,0.0
sugarmike,Zukertort Opening: Dutch Variation,1,1.0
sugarmike,Zukertort Opening: Kingside Fianchetto,1,1.0
sugarmike,Zukertort Opening: Pirc Invitation,1,1.0
sugarmike,Zukertort Opening: Queen's Gambit Invitation,3,0.6666666666666666
sugarmike,Zukertort Opening: Queenside Fianchetto Variation,1,0.0
suhraw,Scandinavian Defense,1,1.0
suj1th,Sicilian Defense: Nimzowitsch Variation |  Advance Variation,1,1.0
sukahuj,Italian Game: Giuoco Pianissimo |  Normal,1,0.0
sulaemangozali,Scotch Game,1,1.0
suleimanovhajmurat,Sicilian Defense,1,0.0
suleyman95,Queen's Pawn Game,1,1.0
sumipcg,Caro-Kann Defense: Hillbilly Attack,1,1.0
sun22,Sicilian Defense: Old Sicilian,1,1.0
sunioj,Indian Game: Tartakower Attack,1,1.0
sunsetchess,Tarrasch Defense: Symmetrical Variation,1,1.0
sunsetstrip,Center Game: Berger Variation,1,1.0
suntzuxxv,Bishop's Opening: Berlin Defense,1,1.0
sunwatair57,Queen's Pawn Game: Mason Attack,3,0.0
supadupadoge,Zukertort Opening: Pirc Invitation,1,1.0
super_speed2017,Queen's Gambit Declined: Queen's Knight Variation,2,1.0
superbrax,King's Pawn Game: McConnell Defense,1,0.0
supercerebraco,French Defense: Advance Variation |  Euwe Variation,1,1.0
supercerebraco,Sicilian Defense: Alapin Variation,1,0.0
supercroc,Ruy Lopez: Berlin Defense |  Beverwijk Variation,1,0.0
superdivinus,Alekhine Defense: Scandinavian Variation,1,0.0
superevans,Sicilian Defense: Canal Attack |  Main Line,1,0.0
supergood,Queen's Pawn Game: Chigorin Variation,1,1.0
superhero098,Center Game: Paulsen Attack Variation,3,0.0
superhero098,English Opening: Anglo-Indian Defense |  Queen's Knight Variation,1,0.0
superhero098,English Opening: Caro-Kann Defensive System,1,1.0
superhero098,English Opening: Symmetrical Variation |  Normal Variation,1,1.0
superhero098,Four Knights Game: Spanish Variation |  Classical Variation,4,0.25
superhero098,King's Knight Opening: Normal Variation,3,1.0
superii,Four Knights Game: Spanish Variation |  Rubinstein Variation,1,0.0
superiority,English Opening: Anglo-Indian Defense |  King's Indian Formation,1,0.0
supermancito,Nimzo-Indian Defense: Normal Variation |  Bernstein Defense,1,0.0
supermik,Sicilian Defense: Scheveningen Variation,1,1.0
superozgur,King's Pawn Game,1,0.0
superpatelio,Four Knights Game: Double Spanish,1,0.0
superposition,Caro-Kann Defense,1,0.0
supersapien55,Caro-Kann Defense: Advance Variation |  Bronstein Variation,1,0.0
supersapien55,Nimzo-Indian Defense: Classical Variation,1,0.0
supersapien55,Sicilian Defense: Grand Prix Attack,1,0.0
supersasha,Pirc Defense #5,1,1.0
superswaggin,English Defense #2,1,0.0
superswaggin,King's Indian Defense: Orthodox Variation |  Glek Defense,1,0.0
superyoid,Ruy Lopez: Berlin Defense #2,1,1.0
supking,Queen's Pawn Game,1,1.0
surabaldiev,French Defense: Advance Variation |  Nimzowitsch System,1,1.0
surajsahu01,Italian Game: Classical Variation #2,1,1.0
surco,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,1,1.0
sureka_akshat,Four Knights Game: Italian Variation,2,0.0
sureka_akshat,Italian Game: Two Knights Defense |  Knight Attack,1,0.0
suren1968,Queen's Pawn Game: Veresov Attack |  Classical Defense,1,1.0
sureshvr1,Blackmar-Diemer Gambit,1,1.0
sureyya,Vienna Game: Stanley Variation |  Reversed Spanish,1,1.0
surgeon98,King's Pawn Game: Wayward Queen Attack,2,0.0
surgeon98,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,1,0.0
suryavarchasvin,Blackmar-Diemer Gambit,2,1.0
suskunkral,Bishop's Opening,1,1.0
suskunkral,Italian Game: Schilling-Kostic Gambit,1,1.0
sussanita,Scotch Game: Classical Variation,2,1.0
susuqui,Queen's Gambit Accepted,1,1.0
suziernesti,Kadas Opening,1,0.0
sv_sova,Caro-Kann Defense: Exchange Variation,1,0.0
svarnoi,Sicilian Defense: Lasker-Dunne Attack,1,0.0
sveenemand,King's Pawn Game,2,0.0
sveenemand,Van't Kruijs Opening,22,0.09090909090909091
sverdloff,Queen's Pawn Game: Colle System,1,0.0
svetra,Sicilian Defense: French Variation,1,1.0
svindled,Alekhine Defense,1,0.0
svindled,Grob Opening,1,0.0
svindled,Kadas Opening,1,0.0
svindled,King's Pawn Game,3,0.0
svindled,Mieses Opening,1,0.0
svindled,Mieses Opening: Reversed Rat,1,0.0
svindled,Sicilian Defense,1,0.0
svyazist1980_36,Caro-Kann Defense: Classical Variation |  Main Line,1,0.0
swagerboy69,Sicilian Defense: Bowdler Attack,1,0.0
swaggles,Queen's Gambit Accepted: Old Variation,1,1.0
swagmeister9000,English Opening: King's English Variation,1,0.0
swagswaggerson,Pirc Defense #4,1,0.0
swaltersson,Bishop's Opening: Boi Variation,1,1.0
swampyankee,Clemenz Opening,1,1.0
swarchak,King's Knight Opening: Normal Variation,1,1.0
swat_drizzt,Bishop's Opening: Boi Variation,1,1.0
sweetkhajiit,French Defense #2,1,0.0
sweetycool,King's Knight Opening: Normal Variation,1,0.0
swine,French Defense: Advance Variation |  Nimzowitsch System,1,1.0
swingnoodle,Italian Game: Anti-Fried Liver Defense,1,1.0
swingnoodle,Sicilian Defense: Smith-Morra Gambit #2,1,1.0
swordswiper,Alekhine Defense: Maroczy Variation,1,0.0
swthrhs,English Opening: King's English Variation |  Reversed Sicilian,1,0.0
sy_nc,Italian Game,1,0.0
syahran,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense,1,0.0
syktyvkar,English Opening: Symmetrical Variation |  Hedgehog Defense,1,1.0
sylvain49,King's Pawn Game,1,0.0
symrak,Sicilian Defense,1,0.0
synadze,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,1,1.0
synt3grate,King's Pawn Game: Maroczy Defense,1,0.0
synt3grate,King's Pawn Game: McConnell Defense,1,0.0
synt3grate,Nimzowitsch Defense,1,0.0
synt3grate,Scandinavian Defense,1,0.0
synt3grate,Slav Defense,1,0.0
syphilis51,Center Game #2,1,1.0
syriatmam123,Queen's Gambit Declined: 4.Bg5 Be7,1,0.0
syrikat,Four Knights Game: Italian Variation,1,0.0
sysodaff,King's Pawn Game: Tortoise Opening,1,1.0
sysodaff,King's Pawn Game: Wayward Queen Attack,1,0.0
sysodaff,Scandinavian Defense,1,1.0
systemd,Bishop's Opening: Vienna Hybrid,1,0.0
szachistaiczysta,French Defense: Advance Variation |  Paulsen Attack,1,0.0
szachowa_szkola_jogi,Giuoco Piano,1,1.0
szachowa_szkola_jogi,Vienna Game: Stanley Variation,1,0.0
szachysta,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,1,0.0
szamit,Philidor Defense #2,1,0.0
szinuhe,King's Knight Opening,1,1.0
szupfer,King's Pawn Game: Wayward Queen Attack,1,1.0
t-rex-k,Sicilian Defense: Bowdler Attack,1,1.0
t3v3a3d,King's Pawn Game: Wayward Queen Attack,1,1.0
t3v3a3d,Scandinavian Defense,1,1.0
t3v3a3d,Sicilian Defense: McDonnell Attack,1,0.0
t5b5,Bishop's Opening,1,1.0
taaaras,Sicilian Defense,1,1.0
tabano,Pirc Defense #4,1,1.0
tabellaria,Caro-Kann Defense: Maroczy Variation |  Maroczy Gambit,1,1.0
tabellaria,French Defense: Marshall Variation,1,1.0
tabellaria,Italian Game: Anti-Fried Liver Defense,1,1.0
tabellaria,King's Pawn Game: Damiano Defense,1,1.0
tabellaria,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,1,1.0
tabellaria,Robatsch (Modern) Defense,1,0.0
tabellaria,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
tabia777,Russian Game: Three Knights Game,1,0.0
taborluna,Caro-Kann Defense: Advance Variation,1,1.0
tactical_bishop,Englund Gambit,2,0.0
tactical_bishop,French Defense: Normal Variation,2,0.0
tactical_bishop,Horwitz Defense,2,0.0
tactical_bishop,Nimzo-Larsen Attack,2,0.0
tacticalwizard1,Englund Gambit,1,0.0
tacticalwizard1,King's Indian Defense: Normal Variation,1,1.0
tacticalyokel,Indian Game,1,0.0
tacurumoto,Queen's Pawn Game: Mason Attack,1,1.0
tagirrtyu,Russian Game: Three Knights Game,1,1.0
tahastanly,Caro-Kann Defense: Hillbilly Attack,1,0.0
tahastanly,Caro-Kann Defense: Two Knights Attack,1,1.0
tahastanly,Duras Gambit,1,1.0
tahastanly,French Defense: Exchange Variation,1,1.0
tahastanly,French Defense: Knight Variation,1,0.0
tahastanly,French Defense: Queen's Knight,1,0.0
tahastanly,Italian Game,1,0.0
tahastanly,Italian Game: Anti-Fried Liver Defense,2,0.0
tahastanly,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,1,0.0
tahastanly,Philidor Defense #4,1,0.0
tahastanly,Russian Game: Urusov Gambit,1,0.0
tahastanly,Scandinavian Defense: Boehnke Gambit,2,0.0
tahastanly,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
tahastanly,Sicilian Defense: Bowdler Attack,2,0.0
tahastanly,Vienna Game: Paulsen Variation,1,0.0
tahi,Grob Opening,1,0.0
tahzeebgunn,Englund Gambit,1,0.0
tai-ping,Nimzowitsch Defense,1,1.0
tajberdi,French Defense: Advance Variation #3,1,0.0
tajberdi,French Defense: Normal Variation,1,1.0
tajberdi,Queen's Pawn Game,1,0.0
taka0909,Ponziani Opening: Jaenisch Counterattack,1,0.0
takasnina,Queen's Pawn Game #3,1,0.0
takasnina,Van't Kruijs Opening,1,0.0
take5,English Opening: Anglo-Indian Defense,1,0.0
taketime,Barnes Defense,1,0.0
takkformat,Petrov's Defense #2,1,0.0
tal_mikhail777,Pirc Defense #3,1,0.0
talal70,Bishop's Opening: Boi Variation,1,0.0
talal70,Giuoco Piano,1,0.0
talashika,Queen's Pawn,1,1.0
talion90,Queen's Gambit Accepted: Old Variation,1,1.0
talip1,Sicilian Defense: Paulsen Variation |  Szen Variation,1,1.0
talizmelf,Scandinavian Defense: Mieses-Kotroc Variation,1,1.0
talk2chandran,Van't Kruijs Opening,1,0.0
talonaiguille,Polish Opening: King's Indian Variation |  Schiffler Attack,1,0.0
tan123,Italian Game: Anti-Fried Liver Defense,1,0.0
tandemchess,Sicilian Defense: Najdorf Variation |  Adams Attack,3,1.0
tandemchess2,Caro-Kann Defense,1,0.0
tanganika,Van't Kruijs Opening,2,0.0
tangela,English Defense,1,1.0
tangela,Horwitz Defense,2,0.5
tangela,Indian Game: Seirawan Attack,1,1.0
tangela,Mexican Defense,1,0.0
tangela,Mikenas Defense,1,0.0
tangela,Modern Defense,1,0.0
tangela,Nimzo-Indian Defense: Ragozin Variation,1,0.0
tangela,Queen's Gambit,1,1.0
tangela,Queen's Gambit Accepted: Old Variation,5,0.4
tangela,Queen's Gambit Refused: Chigorin Defense,1,0.0
tangela,Queen's Gambit Refused: Marshall Defense,1,1.0
tangela,Semi-Slav Defense: Accelerated Move Order,1,0.0
tangela,Semi-Slav Defense: Main Line,1,1.0
tangela,Slav Defense,1,1.0
tangelo777,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,1,0.0
taniskanan,Sicilian Defense #2,1,0.0
tanjerry,English Opening,2,0.0
